word	nodeType	synsetCount	unit	count
pick	VERB	21	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
play	VERB	52	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
prepare	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
rave	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
read	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
regard	VERB	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
remember	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
require	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
rest	VERB	18	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
return	VERB	29	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
rove	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
ruin	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
run	VERB	57	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
save	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
say	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
search	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
see	VERB	25	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	13
seem	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
serialize	VERB	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
show	VERB	16	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
skip	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
smile	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
spend	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
sprinkle	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
stab	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
stake	VERB	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
stand	VERB	24	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
start	VERB	22	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
stay	VERB	16	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
step	VERB	21	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
stop	VERB	22	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
stretch	VERB	20	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
surf	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
take	VERB	44	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	7
talk	VERB	11	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
tame	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
tan	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
teleport	VERB	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
tell	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
treasure	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
trip	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
try	VERB	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
understand	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
urge	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
visit	VERB	13	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
wage	VERB	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
want	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	9
waste	VERB	16	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
watch	VERB	13	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
wear	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
work	VERB	34	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
worry	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
accept	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
accomplish	VERB	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
accord	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
aid	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
apologize	VERB	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
arrange	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
ask	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
assign	VERB	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
be	VERB	14	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	7
beat	VERB	34	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
become	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
begin	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
behave	VERB	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
believe	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
break	VERB	75	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
breathe	VERB	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
bring	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
buy	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
capture	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
carry	VERB	41	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
catch	VERB	39	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
change	VERB	20	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
choose	VERB	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
come	VERB	22	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
compare	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
complete	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
concern	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
continue	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
count	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
cover	VERB	36	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
deal	VERB	22	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
die	VERB	14	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
do	VERB	16	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	7
doubt	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
drag	VERB	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
eat	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
excuse	VERB	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
exhaust	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
explore	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
express	VERB	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
fall	VERB	44	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
feel	VERB	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
ferment	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
fight	VERB	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
find	VERB	18	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
fire	VERB	18	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
flip	VERB	18	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
forget	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
gain	VERB	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
gather	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
gauge	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
get	VERB	37	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
give	VERB	45	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
glance	VERB	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
glare	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
go	VERB	35	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	15
have	VERB	20	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	16
hear	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
help	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
hit	VERB	24	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
hold	VERB	45	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
hurt	VERB	14	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
know	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
lean	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
learn	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
leave	VERB	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
let	VERB	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	10
lie	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
like	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
live	VERB	19	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
look	VERB	14	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
lose	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
love	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	9
maintain	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
make	VERB	51	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	6
marry	VERB	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
match	VERB	19	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
mean	VERB	16	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
meet	VERB	15	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
miss	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
misunderstand	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
move	VERB	21	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
need	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
overwork	VERB	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
pass	VERB	43	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
pick	VERB	21	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
plan	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
play	VERB	52	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	9
prepare	VERB	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
prohibit	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
pry	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
push	VERB	15	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
put	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
quit	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
realize	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
relax	VERB	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
remember	VERB	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
restructure	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
return	VERB	29	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
run	VERB	57	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
say	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	6
secure	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
see	VERB	25	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	9
seem	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
serialize	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
serve	VERB	16	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
share	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
shoot	VERB	22	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
show	VERB	16	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
sit	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
stand	VERB	24	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
star	VERB	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
start	VERB	22	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
stay	VERB	16	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
stop	VERB	22	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
suffocate	VERB	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
suggest	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
take	VERB	44	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	7
talk	VERB	11	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
teach	VERB	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
teleport	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
tell	VERB	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
thank	VERB	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	6
think	VERB	14	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	11
tie	VERB	18	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
train	VERB	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
try	VERB	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
twist	VERB	23	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
underestimate	VERB	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
understand	VERB	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
untie	VERB	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
use	VERB	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
visit	VERB	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
wait	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
want	VERB	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	10
watch	VERB	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
win	VERB	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
work	VERB	34	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
achieve	VERB	1	02x12_-_Part_of_the_Family	1
apologize	VERB	2	02x12_-_Part_of_the_Family	1
award	VERB	5	02x12_-_Part_of_the_Family	2
bark	VERB	9	02x12_-_Part_of_the_Family	1
battle	VERB	4	02x12_-_Part_of_the_Family	1
be	VERB	14	02x12_-_Part_of_the_Family	4
begin	VERB	11	02x12_-_Part_of_the_Family	1
bite	VERB	13	02x12_-_Part_of_the_Family	6
breathe	VERB	9	02x12_-_Part_of_the_Family	3
bring	VERB	11	02x12_-_Part_of_the_Family	2
call	VERB	41	02x12_-_Part_of_the_Family	2
carry	VERB	41	02x12_-_Part_of_the_Family	2
catch	VERB	39	02x12_-_Part_of_the_Family	3
cause	VERB	7	02x12_-_Part_of_the_Family	1
change	VERB	20	02x12_-_Part_of_the_Family	1
check	VERB	38	02x12_-_Part_of_the_Family	1
come	VERB	22	02x12_-_Part_of_the_Family	4
complete	VERB	10	02x12_-_Part_of_the_Family	1
concentrate	VERB	11	02x12_-_Part_of_the_Family	2
continue	VERB	10	02x12_-_Part_of_the_Family	1
create	VERB	6	02x12_-_Part_of_the_Family	3
cut	VERB	70	02x12_-_Part_of_the_Family	1
deserve	VERB	1	02x12_-_Part_of_the_Family	1
die	VERB	14	02x12_-_Part_of_the_Family	1
do	VERB	16	02x12_-_Part_of_the_Family	6
dry	VERB	19	02x12_-_Part_of_the_Family	1
earn	VERB	2	02x12_-_Part_of_the_Family	1
eat	VERB	6	02x12_-_Part_of_the_Family	3
engulf	VERB	2	02x12_-_Part_of_the_Family	1
evacuate	VERB	5	02x12_-_Part_of_the_Family	1
expect	VERB	6	02x12_-_Part_of_the_Family	1
explain	VERB	3	02x12_-_Part_of_the_Family	1
find	VERB	18	02x12_-_Part_of_the_Family	1
follow	VERB	24	02x12_-_Part_of_the_Family	1
force	VERB	19	02x12_-_Part_of_the_Family	3
foresee	VERB	3	02x12_-_Part_of_the_Family	1
forget	VERB	4	02x12_-_Part_of_the_Family	1
get	VERB	37	02x12_-_Part_of_the_Family	11
give	VERB	45	02x12_-_Part_of_the_Family	4
glimpse	VERB	4	02x12_-_Part_of_the_Family	1
go	VERB	35	02x12_-_Part_of_the_Family	17
grip	VERB	10	02x12_-_Part_of_the_Family	1
happen	VERB	5	02x12_-_Part_of_the_Family	3
have	VERB	20	02x12_-_Part_of_the_Family	6
head	VERB	42	02x12_-_Part_of_the_Family	1
help	VERB	12	02x12_-_Part_of_the_Family	3
hide	VERB	6	02x12_-_Part_of_the_Family	1
hold	VERB	45	02x12_-_Part_of_the_Family	3
hurt	VERB	14	02x12_-_Part_of_the_Family	1
incapacitate	VERB	2	02x12_-_Part_of_the_Family	1
jerk	VERB	11	02x12_-_Part_of_the_Family	1
know	VERB	12	02x12_-_Part_of_the_Family	1
launch	VERB	8	02x12_-_Part_of_the_Family	1
lead	VERB	31	02x12_-_Part_of_the_Family	1
learn	VERB	6	02x12_-_Part_of_the_Family	1
leave	VERB	17	02x12_-_Part_of_the_Family	3
let	VERB	8	02x12_-_Part_of_the_Family	16
listen	VERB	3	02x12_-_Part_of_the_Family	1
live	VERB	19	02x12_-_Part_of_the_Family	1
look	VERB	14	02x12_-_Part_of_the_Family	4
make	VERB	51	02x12_-_Part_of_the_Family	3
manage	VERB	7	02x12_-_Part_of_the_Family	1
mean	VERB	16	02x12_-_Part_of_the_Family	1
move	VERB	21	02x12_-_Part_of_the_Family	1
need	VERB	7	02x12_-_Part_of_the_Family	4
pick	VERB	21	02x12_-_Part_of_the_Family	1
play	VERB	52	02x12_-_Part_of_the_Family	5
please	VERB	4	02x12_-_Part_of_the_Family	1
plot	VERB	8	02x12_-_Part_of_the_Family	1
poope	VERB	0	02x12_-_Part_of_the_Family	1
prepare	VERB	8	02x12_-_Part_of_the_Family	2
pretend	VERB	8	02x12_-_Part_of_the_Family	1
protect	VERB	2	02x12_-_Part_of_the_Family	1
put	VERB	10	02x12_-_Part_of_the_Family	2
react	VERB	3	02x12_-_Part_of_the_Family	1
read	VERB	12	02x12_-_Part_of_the_Family	1
report	VERB	13	02x12_-_Part_of_the_Family	1
rescue	VERB	3	02x12_-_Part_of_the_Family	2
reward	VERB	8	02x12_-_Part_of_the_Family	1
rid	VERB	1	02x12_-_Part_of_the_Family	2
run	VERB	57	02x12_-_Part_of_the_Family	2
save	VERB	12	02x12_-_Part_of_the_Family	3
say	VERB	12	02x12_-_Part_of_the_Family	1
scavenge	VERB	4	02x12_-_Part_of_the_Family	1
screen	VERB	16	02x12_-_Part_of_the_Family	1
secure	VERB	11	02x12_-_Part_of_the_Family	1
see	VERB	25	02x12_-_Part_of_the_Family	3
seem	VERB	4	02x12_-_Part_of_the_Family	1
serialize	VERB	1	02x12_-_Part_of_the_Family	1
show	VERB	16	02x12_-_Part_of_the_Family	1
sniff	VERB	3	02x12_-_Part_of_the_Family	2
sound	VERB	24	02x12_-_Part_of_the_Family	1
splash	VERB	13	02x12_-_Part_of_the_Family	1
spread	VERB	23	02x12_-_Part_of_the_Family	1
stand	VERB	24	02x12_-_Part_of_the_Family	2
start	VERB	22	02x12_-_Part_of_the_Family	1
stay	VERB	16	02x12_-_Part_of_the_Family	5
stop	VERB	22	02x12_-_Part_of_the_Family	2
suppose	VERB	5	02x12_-_Part_of_the_Family	1
take	VERB	44	02x12_-_Part_of_the_Family	6
tell	VERB	9	02x12_-_Part_of_the_Family	1
threaten	VERB	3	02x12_-_Part_of_the_Family	1
train	VERB	17	02x12_-_Part_of_the_Family	4
trap	VERB	12	02x12_-_Part_of_the_Family	1
underestimate	VERB	4	02x12_-_Part_of_the_Family	1
understand	VERB	5	02x12_-_Part_of_the_Family	1
use	VERB	13	02x12_-_Part_of_the_Family	4
wait	VERB	6	02x12_-_Part_of_the_Family	1
want	VERB	9	02x12_-_Part_of_the_Family	2
welcome	VERB	6	02x12_-_Part_of_the_Family	1
work	VERB	34	02x12_-_Part_of_the_Family	3
worry	VERB	8	02x12_-_Part_of_the_Family	1
